repo,path,parse_error,name,events,crons,jobs,reusable_call_jobs,jobs_with_timeout,jobs_with_matrix,max_matrix_legs,concurrency_cancel,has_path_filter,jobs_with_cache,jobs_with_install,runs_listed
unslothai/unsloth,.github/workflows/local-agent-guides-ci.yml,,Local Agent Guides CI,"schedule,workflow_dispatch,push,pull_request",37 7 * * 1,4,0,4,3,10,True,True,4,4,8
unslothai/unsloth,.github/workflows/lockfile-audit.yml,,Lockfile supply-chain audit,"schedule,workflow_dispatch",37 5 * * *,1,0,1,0,0,True,False,0,1,0
unslothai/unsloth,.github/workflows/mlx-ci.yml,,MLX CI on Mac M1,"pull_request,push",,1,0,1,0,0,True,True,0,1,2
unslothai/unsloth,.github/workflows/model-catalog-network-check.yml,,Model catalog network check,"schedule,workflow_dispatch",19 6 * * *,1,0,1,0,0,False,False,0,1,0
unslothai/unsloth,.github/workflows/notebooks-ci.yml,,Notebooks CI,"pull_request,schedule,workflow_dispatch,repository_dispatch",17 6 * * *,4,0,4,1,8,True,True,0,4,0
unslothai/unsloth,.github/workflows/pester-guard-ci.yml,,Pester guard,"pull_request,workflow_dispatch",,1,0,1,0,0,True,True,0,1,0
unslothai/unsloth,.github/workflows/publish-desktop-updater.yml,,Publish Desktop Release,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
unslothai/unsloth,.github/workflows/rag-upload-compatibility.yml,,Document upload compatibility,pull_request,,1,0,1,1,3,True,True,0,1,0
unslothai/unsloth,.github/workflows/release-desktop.yml,,Release Desktop App,workflow_dispatch,,4,0,4,1,3,False,False,1,1,0
unslothai/unsloth,.github/workflows/security-audit.yml,,Security audit,"pull_request,push,schedule,workflow_dispatch",13 4 * * *,4,0,4,1,5,True,True,1,4,0
unslothai/unsloth,.github/workflows/stale.yml,,Inactive Issue Pinger,schedule,30 5 * * *,1,0,0,0,0,False,False,0,0,0
unslothai/unsloth,.github/workflows/startup-profile-ci.yml,,Startup profile,"pull_request,workflow_dispatch",,1,0,1,1,3,True,True,0,0,10
unslothai/unsloth,.github/workflows/studio-api-smoke.yml,,Unsloth API CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,1,1,9
unslothai/unsloth,.github/workflows/studio-backend-ci.yml,,Backend CI,"pull_request,push",,2,0,2,1,2,True,True,0,2,10
unslothai/unsloth,.github/workflows/studio-export-capability-ci.yml,,Unsloth export capability,"pull_request,push,workflow_dispatch",,1,0,1,1,1,True,True,0,1,1
unslothai/unsloth,.github/workflows/studio-frontend-ci.yml,,Frontend CI,"pull_request,push",,2,0,2,0,0,True,True,1,2,7
unslothai/unsloth,.github/workflows/studio-inference-smoke.yml,,Unsloth GGUF CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,1,1,10
unslothai/unsloth,.github/workflows/studio-load-orchestrator-ci.yml,,Unsloth load-orchestrator CI,workflow_dispatch,,1,0,1,0,0,True,False,0,1,0
unslothai/unsloth,.github/workflows/studio-mac-install-matrix.yml,,Mac Unsloth Install Matrix CI,"pull_request,push,workflow_dispatch",,1,0,1,1,4,True,True,0,1,0
unslothai/unsloth,.github/workflows/studio-mac-ui-smoke.yml,,Mac Unsloth UI + API + Update + Inference CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,1,1,10
unslothai/unsloth,.github/workflows/studio-tauri-smoke.yml,,Unsloth Tauri CI,"pull_request,push",,3,0,3,0,0,True,True,3,3,8
unslothai/unsloth,.github/workflows/studio-ui-smoke.yml,,Unsloth UI CI,"pull_request,push,workflow_dispatch",,2,0,2,1,4,True,True,2,2,9
unslothai/unsloth,.github/workflows/studio-update-smoke.yml,,Unsloth Update CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,0,1,0
unslothai/unsloth,.github/workflows/studio-windows-api-smoke.yml,,Windows Unsloth API CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,1,1,10
unslothai/unsloth,.github/workflows/studio-windows-inference-smoke.yml,,Windows Unsloth GGUF CI,"pull_request,push,workflow_dispatch",,3,0,3,1,3,True,True,2,3,10
unslothai/unsloth,.github/workflows/studio-windows-ui-smoke.yml,,Windows Unsloth UI CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,1,1,10
unslothai/unsloth,.github/workflows/studio-windows-update-smoke.yml,,Windows Unsloth Update CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,0,1,0
unslothai/unsloth,.github/workflows/studiobench-ci.yml,,studiobench CI,"pull_request,push,workflow_dispatch",,2,0,2,0,0,True,True,1,2,9
unslothai/unsloth,.github/workflows/studiobench-ui-parity.yml,,studiobench UI parity,pull_request,,2,0,2,1,2,True,True,1,2,8
unslothai/unsloth,.github/workflows/version-compat-ci.yml,,Version Compat CI,"pull_request,schedule,workflow_dispatch",43 6 * * *,4,0,4,0,0,True,True,0,4,0
unslothai/unsloth,.github/workflows/wheel-smoke.yml,,Wheel CI,"pull_request,push",,1,0,1,0,0,True,True,0,1,9
unslothai/unsloth,.github/workflows/windows-application-control-ci.yml,,Windows Application Control CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,0,0,1
unslothai/unsloth,.github/workflows/windows-no-compiler-ci.yml,,Windows No Compiler CI,"pull_request,push,workflow_dispatch",,1,0,1,0,0,True,True,0,0,0
unslothai/unsloth,.github/workflows/workflow-trigger-lint.yml,,Workflow trigger lint,"pull_request,push,workflow_dispatch",,2,0,2,0,0,True,False,0,2,10
ComposioHQ/awesome-claude-skills,.github/workflows/label-ready-skill.yml,,Label ready-to-merge skill listings,pull_request_target,,1,0,0,0,0,False,False,0,0,197
apache/superset,.github/workflows/asf-allowlist-check.yml,,ASF Allowlist Check,"workflow_dispatch,pull_request,push,schedule",0 6 * * 1,1,0,0,0,0,True,True,0,0,0
apache/superset,.github/workflows/bump-python-package.yml,,Bump Python Package,workflow_dispatch,,1,0,0,0,0,False,False,1,1,0
apache/superset,.github/workflows/check-db-migration-confict.yml,,Check DB migration conflict,"push,pull_request",,1,0,0,0,0,True,True,0,0,2
apache/superset,.github/workflows/check-openapi-spec-drift.yml,,Check OpenAPI spec drift,"push,pull_request",,1,0,0,0,0,True,False,0,0,6
apache/superset,.github/workflows/check-python-deps.yml,,Check python dependencies,"push,pull_request",,1,0,0,0,0,True,False,0,0,6
apache/superset,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,schedule",0 4 * * *,2,0,2,1,2,True,False,0,0,6
apache/superset,.github/workflows/dependabot-auto-approve.yml,,Auto-approve Dependabot patch bumps,pull_request,,1,0,0,0,0,True,False,0,0,6
apache/superset,.github/workflows/dependency-review.yml,,Dependency Review,"push,pull_request",,2,0,0,0,0,True,False,0,1,6
apache/superset,.github/workflows/docker.yml,,Build & publish docker images,"push,pull_request",,6,0,5,1,0,True,False,0,0,3
apache/superset,.github/workflows/embedded-sdk-release.yml,,Embedded SDK Release,push,,1,0,0,0,0,False,False,0,1,0
apache/superset,.github/workflows/embedded-sdk-test.yml,,Embedded SDK PR Checks,pull_request,,1,0,0,0,0,True,True,0,1,0
apache/superset,.github/workflows/enforce-single-migration-head.yml,,Enforce single Alembic migration head,"push,pull_request",,1,0,0,0,0,True,False,0,0,6
apache/superset,.github/workflows/frontend-bundle-size-nightly.yml,,Frontend bundle size (nightly baseline + analyzer),"schedule,workflow_dispatch",0 6 * * *,1,0,1,0,0,True,False,1,1,0
apache/superset,.github/workflows/generate-FOSSA-report.yml,,Generate FOSSA report,push,,2,0,0,0,0,False,False,0,1,0
apache/superset,.github/workflows/github-action-validator.yml,,Validate All GitHub Actions,"push,pull_request",,1,0,0,0,0,True,False,0,1,6
apache/superset,.github/workflows/hold-label-ci-gate.yml,,Hold Label CI Gate,pull_request,,2,0,0,0,0,False,False,0,0,1
apache/superset,.github/workflows/issue-creation.yml,,supersetbot orglabel based on author,"issues,pull_request",,1,0,0,0,0,False,False,0,0,2
apache/superset,.github/workflows/label-merge-conflicts.yml,,Label Merge Conflicts,"schedule,workflow_dispatch",0 */2 * * *,1,0,0,0,0,False,False,0,0,0
apache/superset,.github/workflows/labeler.yml,,Pull Request Labeler,pull_request_target,,1,0,0,0,0,True,False,0,0,5
apache/superset,.github/workflows/license-check.yml,,License Template Check,pull_request,,1,0,0,0,0,True,False,0,1,6
apache/superset,.github/workflows/mirror-service-images.yml,,Mirror service images to GHCR,"schedule,workflow_dispatch",0 6 * * 1,1,0,0,1,4,False,False,0,0,0
apache/superset,.github/workflows/no-hold-label.yml,,Hold Label Check,pull_request,,1,0,0,0,0,False,False,0,0,7
apache/superset,.github/workflows/pr-lint.yml,,PR Lint,pull_request,,1,0,0,0,0,False,False,0,0,7
apache/superset,.github/workflows/pre-commit.yml,,pre-commit checks,"push,pull_request,schedule",0 6 * * *,2,0,1,1,0,True,False,1,1,5
apache/superset,.github/workflows/release.yml,,release-workflow,push,,2,0,0,0,0,False,False,1,1,0
apache/superset,.github/workflows/scheduled-docker-image-refresh.yml,,Scheduled Docker image refresh,"schedule,workflow_dispatch",0 6 * * 1,3,0,0,1,6,False,False,0,1,0
apache/superset,.github/workflows/showtime-cleanup.yml,,🎪 Showtime Cleanup,"schedule,workflow_dispatch",0 */6 * * *,1,0,0,0,0,False,False,0,1,0
apache/superset,.github/workflows/showtime-trigger.yml,,🎪 Superset Showtime,"pull_request_target,workflow_dispatch",,1,0,1,0,0,True,False,0,1,5
apache/superset,.github/workflows/superset-app-cli.yml,,Superset App CLI tests,"push,pull_request",,1,0,0,0,0,True,False,0,1,5
apache/superset,.github/workflows/superset-docs-deploy.yml,,Docs Deployment,"workflow_run,push,workflow_dispatch",,3,0,0,0,0,False,True,0,1,0
apache/superset,.github/workflows/superset-docs-verify.yml,,Docs Testing,"pull_request,workflow_run",,3,0,0,0,0,True,True,1,2,0
apache/superset,.github/workflows/superset-e2e.yml,,E2E,"push,pull_request,workflow_dispatch",,6,0,5,2,2,True,False,2,2,3
apache/superset,.github/workflows/superset-extensions-cli.yml,,Superset Extensions CLI Package Tests,"push,pull_request",,2,0,1,1,0,True,False,0,0,6
apache/superset,.github/workflows/superset-frontend.yml,,"Frontend Build CI (unit tests, linting & sanity checks)","push,pull_request",,8,0,7,1,8,True,False,1,2,6
apache/superset,.github/workflows/superset-helm-lint-test.yml,,Helm: lint and test charts,pull_request,,1,0,0,0,0,False,True,0,0,0
apache/superset,.github/workflows/superset-helm-release.yml,,Helm: release charts,"push,workflow_dispatch",,1,0,0,0,0,False,True,0,0,0
apache/superset,.github/workflows/superset-playwright.yml,,Playwright Experimental Tests,"push,pull_request,workflow_dispatch",,3,0,2,1,2,True,False,1,1,3
apache/superset,.github/workflows/superset-python-integrationtest.yml,,Python-Integration,"push,pull_request",,6,0,5,1,0,True,False,0,0,3
apache/superset,.github/workflows/superset-python-presto-hive.yml,,Python Presto/Hive,"push,pull_request",,4,0,3,0,0,True,False,0,1,6
apache/superset,.github/workflows/superset-python-unittest-report.yml,,Python Unit Test Results,workflow_run,,1,0,1,0,0,False,False,0,0,7
apache/superset,.github/workflows/superset-python-unittest.yml,,Python-Unit,"push,pull_request",,4,0,4,1,0,True,False,0,0,3
apache/superset,.github/workflows/superset-translations-comment.yml,,Translation Regression Comment,workflow_run,,1,0,0,0,0,False,False,0,0,11
apache/superset,.github/workflows/superset-translations.yml,,Translations,"push,pull_request",,3,0,0,0,0,True,False,1,1,6
apache/superset,.github/workflows/superset-websocket.yml,,WebSocket server,"push,pull_request",,1,0,1,0,0,True,True,0,1,0
apache/superset,.github/workflows/supersetbot.yml,,SupersetBot Workflow,"issue_comment,workflow_dispatch",,1,0,0,0,0,False,False,0,0,49
apache/superset,.github/workflows/sync-requirements-for-python-dep-upgrade-pr.yml,,Sync requirements for Python dependency PRs,pull_request,,1,0,0,0,0,False,False,0,0,6
apache/superset,.github/workflows/tag-release.yml,,Publish a Release,"release,workflow_dispatch",,3,0,0,1,6,False,False,0,2,0
apache/superset,.github/workflows/tech-debt.yml,,Upload Technical Debt Metrics to Google Sheets,push,,2,0,0,0,0,False,False,0,1,0
apache/superset,.github/workflows/testcontainers.yml,,Testcontainers,"schedule,workflow_dispatch,pull_request",0 5 * * *,3,0,1,1,0,True,True,0,1,0
apache/superset,.github/workflows/welcome-new-users.yml,,Welcome New Contributor,pull_request_target,,1,0,0,0,0,False,False,0,0,1
mcollina/msgpack5,.github/workflows/ci.yml,,CI,"push,pull_request",,2,0,0,1,24,False,False,0,1,8
nrenner/brouter-web,.github/workflows/build.yml,,build,"push,pull_request",,1,0,0,0,0,True,False,0,1,22
ruvnet/open-claude-code,.github/workflows/nightly.yml,,Nightly Verified Release,"schedule,workflow_dispatch",0 3 * * *,6,0,0,0,0,False,False,1,3,89
fastify/fastify-cors,.github/workflows/ci.yml,,CI,"push,pull_request",,1,1,0,0,0,True,True,0,0,22
fastify/fastify-cors,.github/workflows/lock-threads.yml,,Lock Threads,"schedule,workflow_dispatch",0 0 1 * *,1,1,0,0,0,False,False,0,0,3
expressjs/response-time,.github/workflows/ci.yml,,ci,"pull_request,push",,2,0,0,1,56,False,False,0,1,0
expressjs/response-time,.github/workflows/codeql.yml,,CodeQL,"push,pull_request,schedule",0 0 * * 1,1,0,0,0,0,False,False,0,0,13
expressjs/response-time,.github/workflows/scorecards.yml,,Scorecard supply-chain security,"branch_protection_rule,schedule,push",20 7 * * 2,1,0,0,0,0,False,False,0,0,13
titraio/titra,.github/workflows/push.yml,,Docker build,push,,1,0,0,0,0,False,False,1,0,10
titraio/titra,.github/workflows/update-apidocs.yml,,Generate and Deploy API Docs,push,,1,0,0,0,0,False,False,0,1,10
lutangar/cities.json,.github/workflows/release.yml,,Release,"push,schedule",0 0 1 * *,1,0,0,0,0,False,False,0,1,3
thegreenwebfoundation/co2.js,.github/workflows/unittests.yml,,Unit tests,"push,pull_request",,1,0,0,1,3,False,False,0,1,9
thegreenwebfoundation/co2.js,.github/workflows/update-average-intensities.yml,,Update average annual grid intensities,"schedule,workflow_dispatch",0 10 3 * *,1,0,0,0,0,False,False,0,1,3
TryGhost/Ghost-CLI,.github/workflows/ci.yml,,CI,"pull_request,push,workflow_dispatch",,9,0,0,3,2,True,False,8,8,79
TryGhost/Ghost-CLI,.github/workflows/publish.yml,,Publish to npm,"push,workflow_dispatch",,1,0,0,0,0,False,True,1,1,25
TryGhost/Ghost-CLI,.github/workflows/release.yml,,Release,workflow_dispatch,,1,0,0,0,0,False,False,1,1,3
TryGhost/Ghost-CLI,.github/workflows/stale.yml,,Close stale issues and PRs,schedule,0 15 * * *,1,0,0,0,0,False,False,0,0,12
runtipi/runtipi-appstore,.github/workflows/auto-merge.yml,,automerge,"pull_request,pull_request_review,check_suite,status",,1,0,0,0,0,False,False,0,0,128
runtipi/runtipi-appstore,.github/workflows/ci.yml,,Tipi CI,"pull_request,push",,1,0,0,0,0,False,False,0,1,67
runtipi/runtipi-appstore,.github/workflows/readme-generator.yml,,Readme Generator,"workflow_dispatch,schedule",0 0 * * 1,1,0,0,0,0,False,False,0,0,0
runtipi/runtipi-appstore,.github/workflows/renovate.yml,,Renovate,"workflow_dispatch,schedule",20 4 * * *,1,0,0,0,0,False,False,1,1,3
scala-text/scala_text,.github/workflows/ci.yml,,CI,"pull_request,push,schedule",0 3 * * *,2,0,2,0,0,True,False,0,1,80
scala-text/scala_text,.github/workflows/scala-steward.yml,,scala-steward,"push,schedule,workflow_dispatch",0 2 * * *,1,0,1,0,0,False,False,0,0,40
RadishXN/run-abroad,.github/workflows/pages.yml,,Deploy to GitHub Pages,"push,workflow_dispatch",,1,0,0,0,0,True,False,0,0,38
hushhq/hush,.github/workflows/validate.yml,,Validate,"pull_request,push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
webpack/stylus-loader,.github/workflows/dependency-review.yml,,Dependency Review,pull_request,,1,0,0,0,0,False,False,0,0,13
webpack/stylus-loader,.github/workflows/nodejs.yml,,stylus-loader,"push,pull_request",,2,0,0,2,9,False,False,2,2,15
webpack/stylus-loader,.github/workflows/release.yml,,Release,push,,1,0,0,0,0,False,False,1,1,2
hluk/copyq-commands,.github/workflows/codespell.yml,,Codespell,"push,pull_request",,1,0,0,0,0,False,False,0,0,2
hluk/copyq-commands,.github/workflows/verify-readme.yml,,Verify README,"pull_request,push",,1,0,0,0,0,False,False,0,0,2
TerraFirmaGreg-Team/Modpack-Modern,.github/workflows/build.yml,,Project Build,push,,7,0,0,0,0,True,True,1,0,71
TerraFirmaGreg-Team/Modpack-Modern,.github/workflows/crowdin.yml,,Crowdin Translations,"push,workflow_dispatch,schedule",0 3 */2 * *,4,0,0,0,0,True,True,0,0,115
TerraFirmaGreg-Team/Modpack-Modern,.github/workflows/giscus-rename.yml,,Giscus rename,"discussion,workflow_dispatch",,1,0,0,0,0,False,False,0,0,4
TerraFirmaGreg-Team/Modpack-Modern,.github/workflows/server.yml,,Project Server News,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
nuxt-community/dotenv-module,.github/workflows/ci.yaml,,CI,"push,pull_request",,1,0,0,1,1,False,False,1,1,52
mourner/projects,.github/workflows/update-stars.yml,,Update star counts,"schedule,workflow_dispatch",17 6 * * 1,1,0,0,0,0,False,False,0,1,12
ggrossetie/asciidoctor-web-pdf,.github/workflows/build.yml,,Build,"push,pull_request",,2,0,0,1,4,False,False,1,2,90
ggrossetie/asciidoctor-web-pdf,.github/workflows/release.yml,,Release,workflow_dispatch,,3,0,0,1,4,False,False,0,3,9
bearcove/arborium,.github/workflows/ci.yml,,CI,"push,pull_request,merge_group",,19,0,0,0,0,False,False,3,4,24
github/clipboard-copy-element,.github/workflows/nodejs.yml,,Node CI,push,,1,0,0,0,0,False,False,0,1,9
github/clipboard-copy-element,.github/workflows/publish.yml,,Publish,release,,1,0,0,0,0,False,False,1,1,3
IonRh/Cloudflare-BestIP,.github/workflows/main.yml,,Build and push images,workflow_dispatch,,1,0,0,0,0,False,False,0,0,1
ember-bootstrap/ember-bootstrap,.github/workflows/ci.yml,,CI,"push,pull_request,schedule",0 4 * * 5,6,0,1,1,12,False,False,0,0,113
ember-bootstrap/ember-bootstrap,.github/workflows/docs.yml,,Publish docs,"workflow_dispatch,release",,1,0,0,0,0,False,False,0,0,0
TTLApp/time-to-leave,.github/workflows/ChangelogUpdater.yml,,Changelog Updater,issue_comment,,1,0,0,0,0,False,False,0,0,9
TTLApp/time-to-leave,.github/workflows/Checks.yml,,PR Checks,"push,pull_request",,1,0,0,1,3,False,False,1,1,95
TTLApp/time-to-leave,.github/workflows/Release.yml,,Prepare Release,"workflow_dispatch,push",,4,0,0,0,0,False,False,0,4,0
TTLApp/time-to-leave,.github/workflows/localization-report.yml,,Localization report,pull_request,,1,0,0,0,0,False,False,0,1,0
TTLApp/time-to-leave,.github/workflows/update-missing-translations.yml,,Update missing translations,push,,1,0,0,0,0,False,False,0,1,41
direktiv/direktiv,.github/workflows/build.yml,,Build,"push,pull_request",,5,0,1,1,13,True,False,3,1,3
direktiv/direktiv,.github/workflows/charts.yml,,Build and Release Charts,push,,1,0,0,0,0,False,False,0,0,0
direktiv/direktiv,.github/workflows/jira.yml,,Notify Jira that PR is ready for review,pull_request,,1,0,0,0,0,False,False,0,0,0
giggio/node-chromedriver,.github/workflows/build.yml,,Build app,"workflow_dispatch,push,pull_request",,7,0,0,2,15,False,True,4,5,36
giggio/node-chromedriver,.github/workflows/check-for-update.yml,,Check for update,"schedule,workflow_dispatch",0 1 * * *,1,0,0,0,0,False,False,0,1,58
giggio/node-chromedriver,.github/workflows/lock.yml,,Lock Threads,"schedule,workflow_dispatch",10 0 * * *,1,0,0,0,0,False,False,0,0,57
giggio/node-chromedriver,.github/workflows/pr-initial-comment.yml,,Initial PR report comment,pull_request_target,,1,0,0,0,0,False,False,0,0,13
giggio/node-chromedriver,.github/workflows/pr-update-comment.yml,,Update PR report comment,workflow_run,,1,0,0,0,0,False,False,0,0,36
giggio/node-chromedriver,.github/workflows/tag.yml,,Create tag,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
JetBrains/kotlin-playground,.github/workflows/e2e.yml,,Tests: release bundle,"push,pull_request",,1,0,1,1,2,True,False,1,1,0
cr0hn/vulnerable-node,.github/workflows/ci-hardened.yml,,ci (hardened),"pull_request,push,workflow_dispatch",,3,0,0,0,0,False,False,0,1,8
cr0hn/vulnerable-node,.github/workflows/ci.yml,,ci,workflow_dispatch,,1,0,0,0,0,False,False,0,1,3
cr0hn/vulnerable-node,.github/workflows/sast-benchmark.yml,,sast-benchmark,"push,workflow_dispatch",,3,0,0,0,0,False,False,0,2,3
juxt/allium,.github/workflows/check-generated.yml,,Validate skills and agents,"push,pull_request",,1,0,0,0,0,False,False,0,1,67
gautamkrishnar/motrix-webextension,.github/workflows/build.yml,,Build and test,"push,pull_request",,3,0,0,0,0,False,False,3,3,15
gautamkrishnar/motrix-webextension,.github/workflows/close-stale-issues.yml,,Close stale issues,"schedule,workflow_dispatch",23 3 * * *,1,0,0,0,0,False,False,0,0,89
gautamkrishnar/motrix-webextension,.github/workflows/release.yml,,Release,workflow_dispatch,,2,0,0,1,2,False,False,2,2,2
imcvampire/vue-axios,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,schedule",18 0 * * 2,1,0,0,1,1,False,False,0,0,0
imcvampire/vue-axios,.github/workflows/npm-publish.yml,,Node.js Package,release,,2,0,0,0,0,False,False,0,2,6
netbymatt/ws4kp,.github/workflows/build-docker.yaml,,build-docker,push,,1,0,0,0,0,False,False,1,0,26
netbymatt/ws4kp,.github/workflows/codeql-analysis.yml,,CodeQL,"push,pull_request,schedule",0 11 * * 6,1,0,0,1,1,False,False,0,0,12
vonzosten/awesome-LangGraph,.github/workflows/lint.yml,,Lint README,"pull_request,workflow_dispatch",,2,0,0,0,0,False,True,0,2,13
vonzosten/awesome-LangGraph,.github/workflows/repo-checks.yml,,Repo Checks,"schedule,workflow_dispatch",0 9 1 * *,1,0,0,0,0,False,False,0,1,3
vonzosten/awesome-LangGraph,.github/workflows/stale.yml,,Stale Issues and PRs,"schedule,workflow_dispatch",0 10 * * 1,1,0,0,0,0,False,False,0,0,13
keajs/kea,.github/workflows/ci-tests.yml,,Tests,"pull_request,push",,1,0,0,0,0,False,False,1,1,1
Yoast/wordpress-seo,.github/workflows/browserslist-db.yml,,Update Browserslist database,workflow_dispatch,,1,0,0,0,0,False,False,0,0,0
Yoast/wordpress-seo,.github/workflows/build-zip.yml,,Build Plugin Zip,"workflow_dispatch,issue_comment",,1,0,0,0,0,False,False,0,1,5
Yoast/wordpress-seo,.github/workflows/codeql-analysis.yml,,CodeQL,"pull_request,schedule",0 20 * * 2,1,0,0,1,1,False,True,0,0,0
Yoast/wordpress-seo,.github/workflows/cs.yml,,CS,"push,pull_request,workflow_dispatch",,2,1,0,0,0,True,True,0,0,8
Yoast/wordpress-seo,.github/workflows/deploy.yml,,Deploy,"push,workflow_dispatch",,2,0,0,0,0,True,False,0,1,6
Yoast/wordpress-seo,.github/workflows/deprecation-check.yml,,Deprecation check,pull_request,,1,0,0,0,0,True,True,0,0,0
Yoast/wordpress-seo,.github/workflows/finish-coveralls.yml,,Finish Coveralls build,"push,pull_request",,1,0,0,0,0,False,True,0,0,17
Yoast/wordpress-seo,.github/workflows/generate-changelog.yml,,Generate Changelog,workflow_dispatch,,1,0,0,0,0,True,False,0,0,0
Yoast/wordpress-seo,.github/workflows/generate_csv.yml,,Generate CSV,workflow_dispatch,,1,0,0,0,0,False,False,0,1,0
Yoast/wordpress-seo,.github/workflows/jslint.yml,,LintJS,"push,pull_request,workflow_dispatch",,1,0,0,0,0,True,True,1,1,12
Yoast/wordpress-seo,.github/workflows/jstest.yml,,TestJS,"push,pull_request,workflow_dispatch",,3,0,0,3,12,True,True,3,3,12
Yoast/wordpress-seo,.github/workflows/lint.yml,,Lint,"push,pull_request,workflow_dispatch",,1,0,0,1,4,True,True,0,0,8
Yoast/wordpress-seo,.github/workflows/merge-conflict-check.yml,,Check PRs for merge conflicts,"push,pull_request_target",,1,1,0,0,0,False,False,0,0,16
Yoast/wordpress-seo,.github/workflows/pr-validation.yml,,Pull Request Validation,pull_request,,1,0,0,0,0,False,False,0,0,48
Yoast/wordpress-seo,.github/workflows/pre-publish-npm-packages.yml,,Pre publish NPM Packages,pull_request,,1,0,0,0,0,False,False,1,1,9
Yoast/wordpress-seo,.github/workflows/publish-npm-packages.yml,,Publish NPM Packages,"pull_request,workflow_dispatch",,1,0,0,0,0,False,False,1,1,3
Yoast/wordpress-seo,.github/workflows/security.yml,,Security,"push,pull_request,schedule,workflow_dispatch",0 6 * * 1,1,0,0,0,0,True,False,0,0,25
Yoast/wordpress-seo,.github/workflows/test.yml,,Test,"push,pull_request,workflow_dispatch",,2,0,0,2,7,True,True,0,1,8
Yoast/wordpress-seo,.github/workflows/zip-size-build.yml,,Zip Size (build),pull_request,,1,0,0,0,0,True,False,1,1,10
Yoast/wordpress-seo,.github/workflows/zip-size-report.yml,,Zip Size (report),workflow_run,,1,0,0,0,0,True,False,0,1,11
akhilrex/podgrab,.github/workflows/hub.yml,,ci,push,,1,0,0,0,0,False,False,1,0,1
Elanis/web-to-desktop-framework-comparison,.github/workflows/runner.yaml,,Runner,"push,workflow_dispatch",,1,0,0,1,6,False,False,1,1,29
Elanis/web-to-desktop-framework-comparison,.github/workflows/stars.yaml,,Stars & Fork,"push,workflow_dispatch",,1,0,0,0,0,False,False,0,1,3
notifme/notifme-sdk,.github/workflows/ci-test.yml,,CI Test,"workflow_call,pull_request",,1,0,0,1,4,False,False,1,1,2
notifme/notifme-sdk,.github/workflows/dependabot-auto-merge.yml,,Dependabot auto-merge,pull_request,,3,1,0,0,0,False,False,0,0,2
notifme/notifme-sdk,.github/workflows/publish-package.yml,,Publish Package,"push,workflow_run",,2,1,0,0,0,False,False,1,1,2
sindresorhus/clipboardy,.github/workflows/main.yml,,CI,"push,pull_request",,1,0,0,1,4,False,False,0,1,6
davidmerfield/blot,.github/workflows/benchmarks.yml,,benchmarks,"push,pull_request,workflow_dispatch",,2,0,1,0,0,True,False,1,1,65
davidmerfield/blot,.github/workflows/build.yml,,build,"push,pull_request",,4,0,0,2,2,False,False,2,0,64
davidmerfield/blot,.github/workflows/deploy.yml,,Deploy to EC2,workflow_dispatch,,1,0,1,0,0,False,False,1,1,4
davidmerfield/blot,.github/workflows/integration.yml,,integration,"push,pull_request",,4,0,0,0,0,False,True,0,4,2
davidmerfield/blot,.github/workflows/node.yml,,node,"push,pull_request",,6,0,0,0,0,False,False,2,0,63
davidmerfield/blot,.github/workflows/proxy.yml,,proxy,"push,pull_request",,1,0,0,0,0,False,True,0,1,2
davidmerfield/blot,.github/workflows/screenshots.yml,,Screenshots,"workflow_dispatch,pull_request",,2,0,0,1,1,False,True,1,1,0
jeffbski/wait-on,.github/workflows/node.js.yml,,CI,"push,pull_request",,1,0,0,1,3,False,False,1,1,8
quantskills/quantskills,.github/workflows/daily-build.yml,,validated-snapshot-build,workflow_dispatch,,1,0,0,0,0,False,False,0,1,47
quantskills/quantskills,.github/workflows/deploy-pages.yml,,Deploy catalog to GitHub Pages,"push,workflow_dispatch",,2,0,0,0,0,False,False,0,1,6
evannotfound/hexo-theme-redefine,.github/workflows/aliyun-cdn-publish.yml,,Publish to Aliyun,"release,workflow_dispatch",,1,0,0,0,0,False,False,0,1,0
evannotfound/hexo-theme-redefine,.github/workflows/build-and-commit.yml,,Build JS and CSS,push,,1,0,0,0,0,False,True,0,1,2
evannotfound/hexo-theme-redefine,.github/workflows/close-ready-for-release-issues.yml,,Close issues ready for release,release,,1,0,0,0,0,False,False,0,0,0
evannotfound/hexo-theme-redefine,.github/workflows/dev-deploy.yml,,Dev Deploy,"workflow_dispatch,push",,1,0,0,0,0,False,False,0,1,65
