repo,language,star_bucket,stars_at_selection,rank_in_cell,scan_status,private,default_branch,workflow_files,workflow_files_parsed,config_jobs,has_workflows,uses_cache_any_job,jobs_with_install_steps,install_jobs_with_cache,timeout_any_job,timeout_all_jobs,concurrency_cancel_any_pr_workflow,pr_workflows,scheduled_workflows,runs_total_in_window_90d,runs_listed,runs_failed_listed,runs_scheduled_listed,runs_with_job_data,jobs_sampled,billed_minutes_sampled,raw_seconds_sampled,rounding_waste_minutes_sampled,list_price_2026_sampled,list_price_2025_sampled,priced_minutes_sampled,self_hosted_minutes_sampled,unpriced_hosted_minutes_sampled,avg_billed_minutes_per_run_sampled,est_billed_minutes_90d,est_list_price_2026_90d,markdown_files,top_level_dirs,scanned_at,api_requests
tesseract-ocr/tesseract,C++,10000-inf,76457,9,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocornut/imgui,C++,10000-inf,76159,10,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protocolbuffers/protobuf,C++,10000-inf,72028,11,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LadybirdBrowser/ladybird,C++,10000-inf,66153,12,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WerWolv/ImHex,C++,10000-inf,54778,13,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggml-org/whisper.cpp,C++,10000-inf,53603,14,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nlohmann/json,C++,10000-inf,50585,15,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClickHouse/ClickHouse,C++,10000-inf,49830,16,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x64dbg/x64dbg,C++,10000-inf,49482,17,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhongyang219/TrafficMonitor,C++,10000-inf,46129,18,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grpc/grpc,C++,10000-inf,45304,19,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zen-browser/desktop,C++,10000-inf,44397,20,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aria2/aria2,C++,10000-inf,42027,21,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duckdb/duckdb,C++,10000-inf,41155,22,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LizardByte/Sunshine,C++,10000-inf,41097,23,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebookresearch/faiss,C++,10000-inf,40891,24,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/BitNet,C++,10000-inf,40233,25,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qbittorrent/qBittorrent,C++,10000-inf,40045,26,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google/googletest,C++,10000-inf,39515,27,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aseprite/aseprite,C++,10000-inf,39383,28,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyprwm/Hyprland,C++,10000-inf,38504,29,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google-ai-edge/mediapipe,C++,10000-inf,36913,30,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aristocratos/btop,C++,10000-inf,34532,31,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon-language/carbon-lang,C++,10000-inf,33888,32,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SerenityOS/serenity,C++,10000-inf,33801,33,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/WSL,C++,10000-inf,33673,34,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreeCAD/FreeCAD,C++,10000-inf,33428,35,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telegramdesktop/tdesktop,C++,10000-inf,32895,36,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadps4-emu/shadPS4,C++,10000-inf,32800,37,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ValveSoftware/Proton,C++,10000-inf,32775,38,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook/rocksdb,C++,10000-inf,32085,39,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barry-ran/QtScrcpy,C++,10000-inf,31886,40,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragonflydb/dragonfly,C++,10000-inf,31481,41,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fincept-Corporation/FinceptTerminal,C++,10000-inf,31291,42,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flameshot-org/flameshot,C++,10000-inf,30832,43,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook/folly,C++,10000-inf,30536,44,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78/xiaozhi-esp32,C++,10000-inf,29830,45,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabime/spdlog,C++,10000-inf,29589,46,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notepad-plus-plus/notepad-plus-plus,C++,10000-inf,29288,47,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ossrs/srs,C++,10000-inf,29233,48,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
envoyproxy/envoy,C++,10000-inf,28900,49,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keepassxreboot/keepassxc,C++,10000-inf,28768,50,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor221hz/Pandora-Behaviour-Engine-Plus,C#,100-499,499,1,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suriyun-mmorpg/UnityMultiplayerARPG_MMO,C#,100-499,499,2,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clawdotnet/openclaw.net,C#,100-499,498,3,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taritsyn/WebMarkupMin,C#,100-499,497,4,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WildGums/Orchestra,C#,100-499,495,5,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuongmep/RevitAddInManager,C#,100-499,494,6,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serilog/serilog-settings-configuration,C#,100-499,494,7,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndreyAkinshin/perfolizer,C#,100-499,493,8,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atenfyr/UAssetAPI,C#,100-499,493,9,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erikdarlingdata/PerformanceMonitor,C#,100-499,493,10,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thesupersonic16/HedgeModManager,C#,100-499,493,11,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angusdevgo/IDM_Pro_Tool,C#,100-499,492,12,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinovea/Kinovea,C#,100-499,491,13,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geodan/pg2b3dm,C#,100-499,491,14,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amerkoleci/alimer,C#,100-499,491,15,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inversionhourglass/Rougamo,C#,100-499,490,16,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vosmiic/jellyfin-ani-sync,C#,100-499,488,17,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nerdunit/androidsideloader,C#,100-499,488,18,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BasisVR/Basis,C#,100-499,488,19,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AaronRobinsonMSFT/DNNE,C#,100-499,488,20,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortenn/BrowserPicker,C#,100-499,488,21,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimonCropp/Polyfill,C#,100-499,487,22,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duyanming/Anno.Core,C#,100-499,487,23,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gennadiyev/STS2MCP,C#,100-499,487,24,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspnet/LibraryManager,C#,100-499,486,25,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ftbom/Aria2Manager,C#,100-499,485,26,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorixon/JASM,C#,100-499,485,27,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madoiscool/LuaTools,C#,100-499,485,28,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-software/MiniPdf,C#,100-499,484,29,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mopsicus/umi,C#,100-499,483,30,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicos1977/ChromiumHtmlToPdf,C#,100-499,483,31,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcthesia/ArcCreate,C#,100-499,483,32,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYTEX-TRADE/bytex,C#,100-499,483,33,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommunityToolkit/Labs-Windows,C#,100-499,482,34,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObsidianMC/Obsidian,C#,100-499,481,35,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poppastring/dasblog-core,C#,100-499,481,36,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EliotVU/Unreal-Library,C#,100-499,481,37,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nats-io/nats.net,C#,100-499,481,38,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lypd0/DeadPotato,C#,100-499,480,39,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OData/RESTier,C#,100-499,480,40,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managedcode/dotnet-skills,C#,100-499,479,41,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wieslawsoltes/PanAndZoom,C#,100-499,479,42,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ttu/json-flatfile-datastore,C#,100-499,479,43,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LumpBloom7/sentakki,C#,100-499,479,44,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtifexSoftware/Ghostscript.NET,C#,100-499,478,45,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h4lfheart/FortnitePorting,C#,100-499,478,46,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
github/gh-gei,C#,100-499,477,47,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure/azure-iot-sdk-csharp,C#,100-499,477,48,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hadashiA/VYaml,C#,100-499,477,49,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenCoreMMO/OpenCoreMMO,C#,100-499,477,50,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justcoding121/titanium-web-proxy,C#,500-1999,1995,1,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
win4r/AISuperDomain,C#,500-1999,1994,2,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miroiu/nodify,C#,500-1999,1990,3,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KyryloKuzyk/PrimeTween,C#,500-1999,1985,4,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cysharp/MessagePipe,C#,500-1999,1984,5,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unity-Technologies/com.unity.multiplayer.samples.coop,C#,500-1999,1983,6,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GermanCoding/SyncTrayzor,C#,500-1999,1979,7,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/PowerApps-Samples,C#,500-1999,1978,8,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arimger/Unity-Editor-Toolbox,C#,500-1999,1973,9,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apps2Samsung/Apps2Samsung,C#,500-1999,1972,10,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MichaelGrafnetter/DSInternals,C#,500-1999,1971,11,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fody/PropertyChanged,C#,500-1999,1968,12,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/AdaptiveCards,C#,500-1999,1964,13,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/dotNext,C#,500-1999,1961,14,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BleuBleu/FamiStudio,C#,500-1999,1945,15,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itext/itext-dotnet,C#,500-1999,1942,16,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irihitech/Semi.Avalonia,C#,500-1999,1940,17,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetacoSA/NBitcoin,C#,500-1999,1939,18,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sipsorcery-org/sipsorcery,C#,500-1999,1937,19,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xceedsoftware/DocX,C#,500-1999,1922,20,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnrealSharp/UnrealSharp,C#,500-1999,1921,21,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcgit/bc-csharp,C#,500-1999,1920,22,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPFDevelopersOrg/WPFDevelopers,C#,500-1999,1916,23,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/azure-pipelines-agent,C#,500-1999,1914,24,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flibitijibibo/RogueLegacy1,C#,500-1999,1907,25,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/WhatTheHack,C#,500-1999,1905,26,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reactivemarbles/DynamicData,C#,500-1999,1902,27,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeamSirenix/odin-serializer,C#,500-1999,1899,28,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikependon/RepoDB,C#,500-1999,1898,29,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoderGamester/mcp-unity,C#,500-1999,1895,30,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
servicetitan/Stl.Fusion,C#,500-1999,1887,31,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdelrhman-AK/WinPaletter,C#,500-1999,1877,32,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394425147/astrodx,C#,500-1999,1877,33,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fudiwei/DotNetCore.SKIT.FlurlHttpClient.Wechat,C#,500-1999,1872,34,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oleg-shilo/cs-script,C#,500-1999,1868,35,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewLifeX/X,C#,500-1999,1858,36,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/TorchSharp,C#,500-1999,1852,37,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zengzhan/qqzeng-ip,C#,500-1999,1851,38,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeItEasy/FakeItEasy,C#,500-1999,1849,39,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiveSplit/LiveSplit,C#,500-1999,1846,40,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TastSong/CrazyCar,C#,500-1999,1846,41,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TheCodeTraveler/AsyncAwaitBestPractices,C#,500-1999,1841,42,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HawaiiBeach/TinyNvidiaUpdateChecker,C#,500-1999,1836,43,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
npgsql/efcore.pg,C#,500-1999,1836,44,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cysharp/MasterMemory,C#,500-1999,1831,45,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natemcmaster/DotNetCorePlugins,C#,500-1999,1823,46,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartupHakk/OpenMonoAgent.ai,C#,500-1999,1823,47,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genaray/Arch,C#,500-1999,1821,48,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolatey/ChocolateyGUI,C#,500-1999,1813,49,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
videolan/libvlcsharp,C#,500-1999,1809,50,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egametang/ET,C#,2000-9999,9907,1,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechnitiumSoftware/DnsServer,C#,2000-9999,9871,2,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanizr/Humanizer,C#,2000-9999,9871,3,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restsharp/RestSharp,C#,2000-9999,9826,4,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MahApps/MahApps.Metro,C#,2000-9999,9824,5,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FluentValidation/FluentValidation,C#,2000-9999,9751,6,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoDarkMode/Windows-Auto-Night-Mode,C#,2000-9999,9699,7,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepoco/wpfui,C#,2000-9999,9632,8,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/yarp,C#,2000-9999,9611,9,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reactiveui/refit,C#,2000-9999,9568,10,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itsfatduck/optimizerDuck,C#,2000-9999,9485,11,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litedb-org/LiteDB,C#,2000-9999,9464,12,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/machinelearning,C#,2000-9999,9358,13,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
git-ecosystem/git-credential-manager,C#,2000-9999,9277,14,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XINCGer/Unity3DTraining,C#,2000-9999,9135,15,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LibreHardwareMonitor/LibreHardwareMonitor,C#,2000-9999,9039,16,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffreySu/WeiXinMPSDK,C#,2000-9999,8890,17,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RayWangQvQ/BiliBiliToolPro,C#,2000-9999,8817,18,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LykosAI/StabilityMatrix,C#,2000-9999,8762,19,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nilaoda/N_m3u8DL-RE,C#,2000-9999,8741,20,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BornToBeRoot/NETworkManager,C#,2000-9999,8734,21,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThreeMammals/Ocelot,C#,2000-9999,8714,22,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BepInEx/BepInEx,C#,2000-9999,8626,23,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitextensions/gitextensions,C#,2000-9999,8555,24,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reactiveui/ReactiveUI,C#,2000-9999,8538,25,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetRipper/AssetRipper,C#,2000-9999,8312,26,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrchardCMS/OrchardCore,C#,2000-9999,8180,27,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unity-Technologies/EntityComponentSystemSamples,C#,2000-9999,8178,28,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PixiEditor/PixiEditor,C#,2000-9999,8037,29,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serilog/serilog,C#,2000-9999,8036,30,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SixLabors/ImageSharp,C#,2000-9999,8035,31,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STranslate/STranslate,C#,2000-9999,8001,32,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa-workflows/elsa-core,C#,2000-9999,7880,33,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stride3d/stride,C#,2000-9999,7814,34,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MassTransit/MassTransit,C#,2000-9999,7801,35,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
btcpayserver/btcpayserver,C#,2000-9999,7755,36,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/wpf,C#,2000-9999,7724,37,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mob-sakai/UIEffect,C#,2000-9999,7639,38,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElectronNET/Electron.NET,C#,2000-9999,7596,39,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RicoSuter/NSwag,C#,2000-9999,7365,40,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beeradmoore/dlss-swapper,C#,2000-9999,7303,41,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbmu2k/nvidiaProfileInspector,C#,2000-9999,7215,42,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prowlarr/Prowlarr,C#,2000-9999,7192,43,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/reactive,C#,2000-9999,7191,44,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HandyOrg/HandyControl,C#,2000-9999,7181,45,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnetcore/CAP,C#,2000-9999,7111,46,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
louthy/language-ext,C#,2000-9999,7083,47,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quartznet/quartznet,C#,2000-9999,7079,48,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NickvisionApps/Parabolic,C#,2000-9999,7039,49,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jstedfast/MailKit,C#,2000-9999,6859,50,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dust/v2rayN,C#,10000-inf,115923,1,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jellyfin/jellyfin,C#,10000-inf,56962,2,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerShell/PowerShell,C#,10000-inf,55352,3,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files-community/Files,C#,10000-inf,45250,4,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareX/ShareX,C#,10000-inf,39533,5,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huiyadanli/RevokeMsgPatcher,C#,10000-inf,38746,6,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotnet/aspnetcore,C#,10000-inf,38436,7,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AvaloniaUI/Avalonia,C#,10000-inf,31485,8,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/calculator,C#,10000-inf,31039,9,not_scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
