repo,language,star_bucket,stars_at_selection,rank_in_cell,scan_status,private,default_branch,workflow_files,workflow_files_parsed,config_jobs,has_workflows,uses_cache_any_job,jobs_with_install_steps,install_jobs_with_cache,timeout_any_job,timeout_all_jobs,concurrency_cancel_any_pr_workflow,pr_workflows,scheduled_workflows,runs_total_in_window_90d,runs_listed,runs_failed_listed,runs_scheduled_listed,runs_with_job_data,jobs_sampled,billed_minutes_sampled,raw_seconds_sampled,rounding_waste_minutes_sampled,list_price_2026_sampled,list_price_2025_sampled,priced_minutes_sampled,self_hosted_minutes_sampled,unpriced_hosted_minutes_sampled,avg_billed_minutes_per_run_sampled,est_billed_minutes_90d,est_list_price_2026_90d,markdown_files,top_level_dirs,scanned_at,api_requests
lumina37/rotate-captcha-crack,Python,100-499,499,1,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,42.0,0.3,0.006,0.008,1.0,0.0,0.0,1.0,1.0,0.01,2.0,1.0,2026-09-11T18:41:40Z,6.0
georghess/neurad-studio,Python,100-499,499,2,done,False,main,1.0,1.0,1.0,True,True,1.0,1.0,False,False,False,1.0,0.0,12.0,12.0,8.0,0.0,6.0,6.0,35.0,1981.0,2.0,0.21,0.28,35.0,0.0,0.0,5.83,70.0,0.42,5.0,6.0,2026-09-11T18:41:50Z,14.0
NCAR/wrf-python,Python,100-499,499,3,done,False,develop,2.0,2.0,3.0,True,False,3.0,0.0,False,False,True,1.0,1.0,119.0,118.0,1.0,90.0,8.0,85.0,314.0,16335.0,41.8,12.412,16.048,314.0,0.0,0.0,39.25,4671.0,184.63,26.0,8.0,2026-09-11T18:42:10Z,16.0
Kichi779/Twitch-Viewer-Bot,Python,100-499,499,4,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-09-11T18:42:13Z,5.0
pytest-dev/pytest-flask,Python,100-499,499,5,done,False,master,2.0,2.0,4.0,True,False,1.0,0.0,False,False,True,1.0,0.0,7.0,7.0,3.0,0.0,7.0,13.0,12.0,458.0,4.4,0.072,0.096,12.0,0.0,0.0,1.71,12.0,0.07,12.0,5.0,2026-09-11T18:42:22Z,14.0
Kohaku-Lab/KohakuTerrarium,Python,100-499,499,6,done,False,main,5.0,5.0,18.0,True,True,16.0,1.0,True,False,False,2.0,2.0,585.0,200.0,92.0,32.0,8.0,45.0,263.0,14368.0,23.5,5.13,6.928,263.0,0.0,0.0,32.88,19232.0,375.13,405.0,9.0,2026-09-11T18:42:41Z,19.0
canonical/maas,Python,100-499,499,7,done,False,master,12.0,12.0,20.0,True,True,6.0,2.0,True,False,False,3.0,3.0,4208.0,200.0,13.0,4.0,8.0,16.0,121.0,6713.0,9.1,0.718,0.956,121.0,0.0,0.0,15.12,63646.0,377.67,101.0,10.0,2026-09-11T18:43:02Z,26.0
joeseesun/qiaomu-markdown-proxy,Python,100-499,499,8,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2026-09-11T18:43:04Z,5.0
googlefonts/morisawa-biz-ud-mincho,Python,100-499,499,9,done,False,main,1.0,1.0,2.0,True,True,1.0,1.0,False,False,False,0.0,0.0,6.0,6.0,3.0,0.0,6.0,10.0,6.0,158.0,3.4,0.036,0.048,6.0,0.0,0.0,1.0,6.0,0.04,3.0,6.0,2026-09-11T18:43:11Z,12.0
skelsec/msldap,Python,100-499,499,10,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,6.0,273.0,1.4,0.052,0.08,6.0,0.0,0.0,3.0,6.0,0.05,15.0,7.0,2026-09-11T18:43:15Z,8.0
Matteo842/SaveState,Python,100-499,499,11,done,False,main,1.0,1.0,5.0,True,False,2.0,0.0,True,False,False,0.0,0.0,125.0,125.0,6.0,0.0,8.0,19.0,23.0,953.0,7.1,0.138,0.184,23.0,0.0,0.0,2.88,359.0,2.16,13.0,17.0,2026-09-11T18:43:30Z,15.0
WhiteNightShadow/camoufox-reverse-mcp,Python,100-499,499,12,done,False,main,2.0,2.0,3.0,True,True,3.0,3.0,False,False,False,1.0,0.0,67.0,67.0,3.0,0.0,8.0,23.0,27.0,1034.0,9.8,0.41,0.552,27.0,0.0,0.0,3.38,226.0,3.43,19.0,4.0,2026-09-11T18:43:43Z,15.0
anthropics/k12-teacher-skills,Python,100-499,498,13,done,False,main,1.0,1.0,1.0,True,False,0.0,0.0,True,True,False,1.0,0.0,24.0,24.0,16.0,0.0,8.0,9.0,9.0,64.0,7.9,0.054,0.072,9.0,0.0,0.0,1.12,27.0,0.16,26.0,4.0,2026-09-11T18:43:52Z,14.0
tenpy/tenpy,Python,100-499,498,14,done,False,main,8.0,8.0,10.0,True,False,8.0,0.0,False,False,False,5.0,0.0,269.0,200.0,76.0,0.0,8.0,20.0,302.0,17477.0,10.7,6.444,8.52,302.0,0.0,0.0,37.75,10155.0,216.68,73.0,5.0,2026-09-11T18:44:09Z,22.0
geezacoleman/OpenWeedLocator,Python,100-499,498,15,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2026-09-11T18:44:12Z,7.0
httpwg/http-extensions,Python,100-499,498,16,done,False,main,4.0,4.0,4.0,True,True,0.0,0.0,False,False,False,1.0,1.0,425.0,200.0,6.0,29.0,8.0,16.0,19.0,415.0,12.1,0.114,0.152,19.0,0.0,0.0,2.38,1009.0,6.06,73.0,3.0,2026-09-11T18:44:29Z,18.0
lucidrains/slot-attention,Python,100-499,498,17,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2026-09-11T18:44:30Z,5.0
mll-lab-nu/VAGEN,Python,100-499,498,18,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,161.0,0.3,0.018,0.024,3.0,0.0,0.0,1.0,3.0,0.02,14.0,7.0,2026-09-11T18:44:35Z,8.0
trailofbits/skills-curated,Python,100-499,498,19,done,False,main,3.0,3.0,6.0,True,True,1.0,0.0,False,False,True,3.0,0.0,29.0,29.0,0.0,0.0,5.0,13.0,25.0,1154.0,5.8,0.15,0.2,25.0,0.0,0.0,5.0,145.0,0.87,473.0,5.0,2026-09-11T18:44:46Z,16.0
caura-ai/caura,Python,100-499,498,20,done,False,main,21.0,21.0,27.0,True,True,16.0,2.0,True,False,False,8.0,3.0,24511.0,200.0,10.0,1.0,2.0,2.0,2.0,20.0,1.7,0.012,0.016,2.0,0.0,0.0,1.0,24511.0,147.07,49.0,15.0,2026-09-11T18:45:06Z,35.0
plotly/Kaleido,Python,100-499,498,21,done,False,main,3.0,3.0,4.0,True,True,3.0,3.0,False,False,False,2.0,0.0,71.0,71.0,11.0,0.0,8.0,35.0,117.0,6028.0,16.5,3.338,4.448,117.0,0.0,0.0,14.62,1038.0,29.62,8.0,2.0,2026-09-11T18:45:22Z,16.0
stefankoegl/python-json-patch,Python,100-499,498,22,done,False,master,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,5.0,241.0,1.0,0.012,0.016,2.0,0.0,3.0,2.5,8.0,0.02,5.0,3.0,2026-09-11T18:45:27Z,9.0
satan53x/SExtractor,Python,100-499,498,23,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,5.0,2026-09-11T18:45:30Z,5.0
ColdWindScholar/MIO-KITCHEN-SOURCE,Python,100-499,498,24,done,False,main,1.0,1.0,4.0,True,False,4.0,0.0,False,False,False,0.0,0.0,48.0,48.0,8.0,0.0,8.0,32.0,107.0,5685.0,12.2,4.118,5.408,107.0,0.0,0.0,13.38,642.0,24.71,12.0,4.0,2026-09-11T18:45:43Z,14.0
terraform-aws-modules/terraform-aws-notify-slack,Python,100-499,498,25,done,False,master,6.0,6.0,8.0,True,False,2.0,0.0,False,False,False,3.0,2.0,202.0,200.0,58.0,180.0,6.0,6.0,6.0,79.0,4.7,0.036,0.048,6.0,0.0,0.0,1.0,202.0,1.21,6.0,3.0,2026-09-11T18:46:02Z,20.0
HKUDS/CatchMe,Python,100-499,497,26,done,False,main,1.0,1.0,2.0,True,False,2.0,0.0,False,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2026-09-11T18:46:05Z,6.0
eliasswu/AlphaPurify,Python,100-499,497,27,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2026-09-11T18:46:09Z,5.0
hplt-project/sacremoses,Python,100-499,497,28,done,False,master,1.0,1.0,1.0,True,True,1.0,1.0,False,False,False,0.0,0.0,2.0,2.0,1.0,0.0,2.0,16.0,17.0,488.0,8.9,0.402,0.536,17.0,0.0,0.0,8.5,17.0,0.4,4.0,4.0,2026-09-11T18:46:14Z,8.0
Mause/duckdb_engine,Python,100-499,497,29,done,False,main,3.0,3.0,5.0,True,False,2.0,0.0,False,False,False,1.0,0.0,143.0,143.0,65.0,0.0,6.0,18.0,24.0,1131.0,5.2,0.144,0.192,24.0,0.0,0.0,4.0,572.0,3.43,3.0,3.0,2026-09-11T18:46:29Z,17.0
kyegomez/VisionMamba,Python,100-499,497,30,done,False,main,17.0,17.0,17.0,True,False,11.0,0.0,False,False,False,7.0,1.0,204.0,200.0,60.0,88.0,8.0,15.0,18.0,353.0,12.1,0.108,0.144,18.0,0.0,0.0,2.25,459.0,2.75,3.0,3.0,2026-09-11T18:46:55Z,31.0
conda/constructor,Python,100-499,497,31,done,False,main,9.0,9.0,12.0,True,False,2.0,0.0,False,False,True,4.0,3.0,922.0,200.0,20.0,51.0,8.0,88.0,1500.0,87587.0,40.2,40.872,55.194,1500.0,0.0,0.0,187.5,172875.0,4710.5,16.0,9.0,2026-09-11T18:47:22Z,23.0
FishCodeTech/muteki,Python,100-499,497,32,done,False,main,2.0,2.0,9.0,True,True,6.0,4.0,True,False,True,1.0,0.0,32.0,32.0,2.0,0.0,8.0,60.0,160.0,7604.0,33.3,0.914,1.142,160.0,0.0,0.0,20.0,640.0,3.66,17.0,16.0,2026-09-11T18:47:37Z,15.0
cashubtc/nutshell,Python,100-499,497,33,done,False,main,16.0,16.0,12.0,True,True,2.0,1.0,True,False,False,1.0,6.0,605.0,133.0,52.0,20.0,8.0,28.0,192.0,10516.0,16.7,1.152,1.536,192.0,0.0,0.0,24.0,14520.0,87.12,6.0,6.0,2026-09-11T18:48:10Z,30.0
Huluti/Curtail,Python,100-499,497,34,done,False,main,2.0,2.0,2.0,True,False,1.0,0.0,False,False,False,2.0,0.0,33.0,33.0,3.0,0.0,7.0,7.0,20.0,941.0,4.3,0.12,0.16,20.0,0.0,0.0,2.86,94.0,0.57,2.0,5.0,2026-09-11T18:48:21Z,15.0
dynamicslab/hydrogym,Python,100-499,497,35,done,False,main,5.0,5.0,9.0,True,True,4.0,4.0,False,False,True,3.0,1.0,449.0,200.0,76.0,2.0,8.0,17.0,90.0,4748.0,10.9,0.54,0.72,90.0,0.0,0.0,11.25,5051.0,30.31,103.0,9.0,2026-09-11T18:48:39Z,19.0
Haian-Jin/ZipMap,Python,100-499,496,36,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2026-09-11T18:48:42Z,5.0
litex-hub/litex-boards,Python,100-499,496,37,done,False,master,2.0,2.0,3.0,True,True,3.0,2.0,False,False,False,1.0,0.0,198.0,198.0,50.0,0.0,8.0,14.0,65.0,3386.0,8.6,0.39,0.52,65.0,0.0,0.0,8.12,1609.0,9.65,4.0,4.0,2026-09-11T18:48:59Z,16.0
vkbottle/vkbottle,Python,100-499,496,38,done,False,master,6.0,6.0,6.0,True,True,0.0,0.0,False,False,False,1.0,0.0,53.0,53.0,9.0,0.0,8.0,34.0,32.0,829.0,18.2,0.248,0.368,32.0,0.0,0.0,4.0,212.0,1.64,59.0,5.0,2026-09-11T18:49:14Z,19.0
nurkiewicz/polski-w-it,Python,100-499,496,39,done,False,master,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,0.7,0.006,0.008,1.0,0.0,0.0,1.0,1.0,0.01,2.0,1.0,2026-09-11T18:49:18Z,7.0
ansys/pyfluent,Python,100-499,496,40,done,False,main,17.0,17.0,36.0,True,True,20.0,11.0,True,False,True,4.0,11.0,4572.0,200.0,20.0,8.0,8.0,41.0,764.0,44470.0,22.8,0.278,0.4,39.0,725.0,0.0,95.5,436626.0,158.88,86.0,10.0,2026-09-11T18:49:44Z,31.0
horejsek/python-fastjsonschema,Python,100-499,496,41,done,False,master,2.0,2.0,2.0,True,False,1.0,0.0,False,False,True,2.0,1.0,55.0,55.0,0.0,13.0,8.0,36.0,55.0,2071.0,20.5,1.246,1.672,55.0,0.0,0.0,6.88,378.0,8.57,3.0,4.0,2026-09-11T18:49:56Z,15.0
spinlud/py-linkedin-jobs-scraper,Python,100-499,496,42,done,False,master,1.0,1.0,2.0,True,True,0.0,0.0,False,False,False,0.0,0.0,22.0,22.0,6.0,0.0,8.0,24.0,43.0,1891.0,11.5,0.258,0.344,43.0,0.0,0.0,5.38,118.0,0.71,2.0,7.0,2026-09-11T18:50:06Z,14.0
albertz/music-player,Python,100-499,496,43,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,2026-09-11T18:50:09Z,5.0
respectlytics/respectaso,Python,100-499,496,44,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2026-09-11T18:50:11Z,5.0
UCSC-VLAA/OpenVision,Python,100-499,496,45,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2026-09-11T18:50:13Z,5.0
LangZhong36/immortal-jellyfish-algorithm,Python,100-499,496,46,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2026-09-11T18:50:16Z,5.0
official-stockfish/nnue-pytorch,Python,100-499,496,47,done,False,master,4.0,4.0,4.0,True,True,1.0,0.0,False,False,True,4.0,0.0,463.0,200.0,24.0,0.0,5.0,5.0,25.0,1266.0,3.9,0.15,0.2,25.0,0.0,0.0,5.0,2315.0,13.89,3.0,9.0,2026-09-11T18:50:29Z,18.0
O-X-L/ansible-opnsense,Python,100-499,495,48,done,False,latest,4.0,4.0,4.0,True,False,4.0,0.0,True,True,False,4.0,0.0,220.0,200.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,7.0,2026-09-11T18:50:41Z,18.0
kanadeblisst00/wechat_ocr,Python,100-499,495,49,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2026-09-11T18:50:43Z,5.0
JCarterJohnson/vibecoded-design-tells,Python,100-499,495,50,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,16.0,16.0,0.0,0.0,8.0,24.0,24.0,180.0,21.0,0.144,0.192,24.0,0.0,0.0,3.0,48.0,0.29,25.0,5.0,2026-09-11T18:50:53Z,13.0
pchalasani/claude-code-tools,Python,500-1999,1997,1,done,False,main,2.0,2.0,6.0,True,False,3.0,0.0,False,False,False,0.0,0.0,62.0,60.0,0.0,0.0,8.0,16.0,16.0,445.0,8.6,0.096,0.128,16.0,0.0,0.0,2.0,124.0,0.74,140.0,18.0,2026-09-11T18:51:05Z,15.0
GitGuardian/ggshield,Python,500-1999,1996,2,done,False,main,8.0,8.0,23.0,True,True,13.0,7.0,False,False,True,5.0,0.0,3081.0,200.0,36.0,0.0,8.0,91.0,322.0,16675.0,44.1,8.893,11.659,322.0,0.0,0.0,40.25,124010.0,3424.92,31.0,10.0,2026-09-11T18:51:29Z,22.0
pyupio/safety,Python,500-1999,1996,3,done,False,main,8.0,8.0,13.0,True,True,9.0,1.0,False,False,False,2.0,1.0,239.0,200.0,37.0,57.0,7.0,65.0,128.0,6405.0,21.2,0.768,1.024,128.0,0.0,0.0,18.29,4370.0,26.22,12.0,8.0,2026-09-11T18:51:49Z,22.0
rosemarycox5334-debug/PA_Agent,Python,500-1999,1995,4,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,57.0,56.0,3.0,0.0,5.0,5.0,14.0,671.0,2.8,0.14,0.224,14.0,0.0,0.0,2.8,160.0,1.6,12.0,16.0,2026-09-11T18:51:59Z,14.0
JurajNyiri/HomeAssistant-Tapo-Control,Python,500-1999,1995,5,done,False,main,1.0,1.0,2.0,True,False,0.0,0.0,False,False,False,0.0,0.0,80.0,79.0,0.0,0.0,8.0,16.0,16.0,62.0,15.0,0.096,0.128,16.0,0.0,0.0,2.0,160.0,0.96,12.0,6.0,2026-09-11T18:52:10Z,14.0
elyra-ai/elyra,Python,500-1999,1995,6,done,False,main,2.0,2.0,10.0,True,True,5.0,5.0,False,False,True,2.0,1.0,299.0,200.0,38.0,4.0,8.0,23.0,130.0,6917.0,14.7,0.708,0.944,118.0,0.0,12.0,16.25,4859.0,26.46,66.0,11.0,2026-09-11T18:52:27Z,16.0
Tencent-Hunyuan/HunyuanOCR,Python,500-1999,1994,7,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,32.0,32.0,0.0,0.0,8.0,8.0,13.0,475.0,5.1,0.078,0.104,13.0,0.0,0.0,1.62,52.0,0.31,28.0,11.0,2026-09-11T18:52:35Z,13.0
chaidiscovery/chai-lab,Python,500-1999,1993,8,done,False,main,5.0,5.0,5.0,True,True,5.0,3.0,False,False,False,4.0,0.0,37.0,37.0,11.0,0.0,4.0,4.0,4.0,123.0,1.9,0.024,0.032,4.0,0.0,0.0,1.0,37.0,0.22,5.0,8.0,2026-09-11T18:52:48Z,18.0
P4nda0s/IDA-NO-MCP,Python,500-1999,1992,9,done,False,main,1.0,1.0,3.0,True,False,3.0,0.0,False,False,False,1.0,0.0,2.0,2.0,2.0,0.0,2.0,8.0,2889.0,173170.0,2.8,178.79,230.704,2889.0,0.0,0.0,1444.5,2889.0,178.79,2.0,3.0,2026-09-11T18:52:53Z,8.0
openapi-generators/openapi-python-client,Python,500-1999,1989,10,done,False,main,3.0,3.0,6.0,True,True,6.0,4.0,True,False,False,3.0,1.0,154.0,154.0,19.0,12.0,5.0,5.0,27.0,1457.0,2.7,0.06,0.08,10.0,0.0,17.0,5.4,832.0,1.85,17.0,6.0,2026-09-11T18:53:07Z,17.0
msoedov/agentic_security,Python,500-1999,1989,11,done,False,main,4.0,4.0,4.0,True,True,3.0,3.0,False,False,False,2.0,0.0,136.0,136.0,39.0,0.0,4.0,4.0,15.0,803.0,1.6,0.09,0.12,15.0,0.0,0.0,3.75,510.0,3.06,26.0,4.0,2026-09-11T18:53:20Z,18.0
apple-aiml-research/ml-cvnets,Python,500-1999,1987,12,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,2026-09-11T18:53:23Z,5.0
tsale/EDR-Telemetry,Python,500-1999,1985,13,done,False,main,2.0,2.0,2.0,True,True,1.0,1.0,False,False,False,1.0,0.0,38.0,32.0,16.0,0.0,6.0,6.0,17.0,834.0,3.1,0.102,0.136,17.0,0.0,0.0,2.83,108.0,0.65,8.0,9.0,2026-09-11T18:53:34Z,15.0
lucidrains/titans-pytorch,Python,500-1999,1983,14,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2026-09-11T18:53:36Z,5.0
openakita/openakita,Python,500-1999,1983,15,done,False,main,8.0,8.0,31.0,True,True,27.0,19.0,True,False,True,1.0,0.0,574.0,200.0,16.0,0.0,8.0,75.0,449.0,25063.0,31.3,9.418,12.6,449.0,0.0,0.0,56.12,32216.0,675.74,507.0,25.0,2026-09-11T18:54:01Z,22.0
pymedusa/Medusa,Python,500-1999,1983,16,done,False,master,6.0,6.0,6.0,True,False,4.0,0.0,False,False,True,4.0,1.0,1032.0,200.0,6.0,3.0,8.0,38.0,91.0,4154.0,21.8,1.862,2.52,91.0,0.0,0.0,11.38,11739.0,240.2,9.0,11.0,2026-09-11T18:54:21Z,20.0
POf-L/Fanqie-novel-Downloader,Python,500-1999,1981,17,done,False,main,4.0,4.0,15.0,True,False,5.0,0.0,True,False,True,1.0,0.0,225.0,200.0,44.0,0.0,8.0,31.0,121.0,6126.0,18.9,3.416,4.414,121.0,0.0,0.0,15.12,3403.0,96.08,4.0,4.0,2026-09-11T18:54:51Z,18.0
meta-recsys/generative-recommenders,Python,500-1999,1981,18,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,41.0,41.0,1.0,0.0,8.0,15.0,36.0,1571.0,9.8,0.216,0.288,36.0,0.0,0.0,4.5,184.0,1.11,12.0,3.0,2026-09-11T18:55:06Z,13.0
LiuMengxuan04/shushu-internship-tool,Python,500-1999,1980,19,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2026-09-11T18:55:09Z,5.0
3441293738/creatorhub,Python,500-1999,1979,20,done,False,main,3.0,3.0,5.0,True,True,1.0,1.0,True,False,False,0.0,1.0,363.0,200.0,1.0,35.0,8.0,10.0,15.0,440.0,7.7,0.114,0.168,15.0,0.0,0.0,1.88,681.0,5.17,4.0,8.0,2026-09-11T18:55:23Z,17.0
figma/mcp-server-guide,Python,500-1999,1977,21,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,7.0,2026-09-11T18:55:26Z,5.0
future-agi/future-agi,Python,500-1999,1976,22,done,False,main,33.0,33.0,51.0,True,True,23.0,16.0,True,False,True,13.0,3.0,25761.0,200.0,49.0,0.0,6.0,12.0,8.0,53.0,7.1,0.048,0.064,8.0,0.0,0.0,1.33,34348.0,206.09,52.0,14.0,2026-09-11T18:55:54Z,47.0
alandtse/alexa_media_player,Python,500-1999,1976,23,done,False,dev,7.0,7.0,7.0,True,True,4.0,1.0,False,False,False,4.0,2.0,715.0,200.0,14.0,78.0,6.0,7.0,9.0,239.0,5.0,0.054,0.072,9.0,0.0,0.0,1.5,1072.0,6.44,4.0,5.0,2026-09-11T18:56:09Z,21.0
haykgrigo3/TimeCapsuleLLM,Python,500-1999,1975,24,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2026-09-11T18:56:11Z,5.0
iniwap/AIWriteX,Python,500-1999,1975,25,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,51.0,51.0,0.0,0.0,8.0,24.0,24.0,349.0,18.2,0.144,0.192,24.0,0.0,0.0,3.0,153.0,0.92,2.0,8.0,2026-09-11T18:56:22Z,13.0
Netflix/void-model,Python,500-1999,1975,26,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2026-09-11T18:56:24Z,5.0
typeddjango/django-stubs,Python,500-1999,1972,27,done,False,master,4.0,4.0,14.0,True,True,9.0,9.0,True,False,True,2.0,0.0,1368.0,200.0,24.0,0.0,8.0,96.0,151.0,5752.0,55.1,0.888,1.184,148.0,0.0,3.0,18.88,25821.0,151.85,8.0,6.0,2026-09-11T18:56:47Z,18.0
danyuchn/asd-ste100-skill,Python,500-1999,1970,28,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2026-09-11T18:56:49Z,5.0
Flexget/Flexget,Python,500-1999,1968,29,done,False,develop,10.0,10.0,13.0,True,True,0.0,0.0,False,False,True,7.0,2.0,3428.0,200.0,9.0,15.0,8.0,25.0,92.0,4678.0,14.0,1.816,2.464,92.0,0.0,0.0,11.5,39422.0,778.16,30.0,5.0,2026-09-11T18:57:05Z,24.0
zer0yu/CyberSecurityRSS,Python,500-1999,1968,30,done,False,master,1.0,1.0,2.0,True,False,2.0,0.0,False,False,False,1.0,0.0,4.0,4.0,2.0,0.0,2.0,4.0,8.0,420.0,1.0,0.048,0.064,8.0,0.0,0.0,4.0,16.0,0.1,3.0,3.0,2026-09-11T18:57:11Z,10.0
materialsproject/pymatgen,Python,500-1999,1967,31,done,False,main,4.0,4.0,8.0,True,True,6.0,3.0,False,False,False,2.0,0.0,235.0,200.0,55.0,0.0,4.0,6.0,7.0,359.0,1.0,0.042,0.056,7.0,0.0,0.0,1.75,411.0,2.47,20.0,7.0,2026-09-11T18:57:26Z,18.0
2U1/Qwen-VL-Series-Finetune,Python,500-1999,1967,32,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2026-09-11T18:57:28Z,5.0
